mV;time
0;0
1505;2
1505;4
1506;7
1503;9
1498;11
1493;13
1493;16
1499;18
1504;20
1505;23
1505;25
1504;27
1502;30
1502;32
1502;34
1503;36
1506;39
1505;41
1502;44
1500;47
1497;49
1494;51
1495;54
1497;56
1502;58
1505;61
1505;63
1506;65
1505;67
1504;70
1503;72
1503;74
1504;77
1505;79
1503;81
1505;84
1507;87
1506;89
1505;91
1503;94
1501;96
1502;98
1505;101
1505;103
1504;105
1504;108
1503;110
1503;112
1503;115
1505;117
1508;120
1508;122
1509;124
1508;128
1501;130
1498;132
1499;135
1498;137
1500;139
1504;142
1506;144
1507;146
1506;149
1507;151
1507;153
1507;156
1508;158
1509;161
1508;163
1509;165
1504;168
1499;171
1494;173
1492;176
1496;178
1502;180
1504;183
1507;185
1506;187
1504;190
1501;192
1498;194
1498;197
1505;199
1509;202
1512;204
1512;206
1509;209
1506;211
1504;214
1502;217
1501;219
1500;221
1499;224
1497;226
1498;228
1501;231
1502;233
1502;236
1504;238
1506;240
1503;243
1504;245
1505;247
1505;250
1507;252
1507;254
1508;258
1509;260
1509;262
1509;265
1508;267
1504;269
1497;272
1497;274
1500;277
1502;279
1502;281
1505;284
1508;286
1500;288
1488;291
1486;293
1488;295
1494;299
1499;301
1501;303
1502;306
1501;308
1500;310
1501;313
1498;315
1497;318
1499;320
1501;322
1504;325
1505;327
1504;329
1503;332
1502;334
1501;336
1497;339
1494;342
1494;344
1497;347
1501;349
1501;352
1500;354
1500;356
1504;359
1507;361
1505;363
1504;366
1505;368
1503;370
1501;373
1495;375
1494;377
1499;380
1503;382
1505;385
1503;388
1486;390
1480;393
1483;395
1491;397
1498;400
1500;402
1501;404
1492;407
1482;409
1483;411
1487;414
1490;416
1495;418
1500;421
1499;423
1499;425
1499;429
1501;431
1499;434
1498;436
1501;438
1501;441
1502;443
1505;445
1503;448
1501;450
1503;452
1504;455
1505;457
1509;459
1512;462
1512;464
1488;467
1475;470
1475;472
1478;475
1479;477
1486;479
1493;482
1499;484
1498;486
1492;489
1491;491
1495;493
1499;496
1504;498
1503;500
1498;503
1501;505
1501;508
1494;510
1496;513
1502;516
1510;518
1513;520
1514;523
1514;525
1512;527
1510;530
1499;532
1490;534
1495;537
1500;539
1491;541
1486;544
1489;546
1488;549
1487;551
1489;553
1484;557
1477;559
1479;561
1488;564
1489;566
1472;568
1467;571
1470;573
1463;575
1458;578
1462;580
1470;583
1457;585
1449;587
1460;590
1474;592
1476;594
1479;598
1489;600
1497;602
1502;605
1502;607
1488;609
1475;612
1477;614
1484;616
1485;619
1488;621
1494;624
1502;626
1505;628
1502;631
1494;633
1493;635
1498;638
1479;641
1452;643
1442;646
1443;648
1456;650
1475;653
1490;655
1497;657
1503;660
1507;662
1510;665
1512;667
1511;669
1506;672
1497;674
1485;676
1490;679
1496;681
1496;684
1500;687
1502;689
1498;691
1496;694
1468;696
1458;699
1472;701
1484;703
1493;706
1490;708
1490;710
1490;713
1490;715
1487;717
1485;720
1487;722
1494;724
1492;728
1467;730
1453;732
1457;735
1475;737
1492;740
1496;742
1492;744
1485;747
1480;749
1484;751
1489;754
1492;756
1498;758
1498;761
1496;763
1499;765
1499;769
1497;771
1486;773
1467;776
1456;778
1455;781
1460;783
1469;785
1473;788
1472;790
1482;792
1488;795
1492;797
1492;799
1488;802
1481;804
1476;806
1467;809
1467;812
1476;815
1464;817
1458;819
1454;822
1451;824
1455;826
1461;829
1469;831
1476;833
1478;836
1484;838
1486;840
1488;843
1481;845
1465;847
1461;850
1466;852
1475;856
1478;858
1480;860
1482;863
1471;865
1475;867
1481;870
1485;872
1485;874
1485;877
1480;879
1475;881
1470;884
1472;886
1481;888
1490;891
1494;893
1492;897
1489;899
1488;901
1481;904
1478;906
1470;908
1473;911
1480;913
1482;915
1486;918
1489;920
1488;922
1480;925
1473;927
1473;930
1471;932
1466;934
1469;937
1474;940
1478;942
1484;945
1478;947
1474;949
1474;952
1474;954
1474;956
1479;959
1488;961
1484;963
1479;966
1483;968
1486;971
1489;973
1489;975
1495;978
1495;980
1494;983
1483;986
1481;988
1486;990
1483;993
1481;995
1489;997
1494;1000
1489;1002
1483;1005
1491;1007
1491;1009
1491;1012
1497;1014
1504;1017
1506;1019
1503;1021
1505;1025
1504;1027
1502;1030
1501;1032
1488;1034
1487;1037
1496;1039
1495;1042
1496;1044
1499;1046
1494;1049
1491;1051
1493;1054
1480;1056
1471;1058
1472;1061
1482;1063
1488;1067
1484;1069
1484;1071
1491;1074
1494;1076
1499;1079
1506;1081
1500;1084
1486;1086
1480;1088
1479;1091
1491;1093
1500;1096
1504;1098
1507;1100
1504;1103
1502;1105
1497;1108
1504;1111
1500;1113
1489;1116
1487;1118
1497;1121
1503;1123
1510;1125
1513;1128
1510;1130
1507;1133
1510;1135
1511;1137
1506;1140
1493;1142
1494;1145
1500;1147
1506;1149
1510;1153
1509;1155
1511;1158
1502;1160
1499;1163
1491;1165
1494;1167
1494;1170
1489;1172
1479;1175
1474;1177
1490;1179
1507;1182
1514;1184
1514;1187
1508;1189
1507;1191
1511;1195
1513;1197
1507;1200
1507;1202
1508;1204
1513;1207
1493;1209
1478;1212
1485;1214
1493;1216
1498;1219
1498;1221
1505;1224
1511;1226
