1475	2438
1472	2441
1470	2443
1469	2446
1471	2448
1474	2451
1477	2453
1479	2455
1477	2458
1475	2460
1473	2463
1472	2465
1475	2467
1479	2470
1483	2472
1485	2476
1484	2478
1483	2480
1481	2483
1481	2485
1484	2488
1488	2490
1492	2492
1494	2495
1494	2497
1492	2500
1491	2502
1489	2504
1491	2507
1496	2509
1499	2512
1501	2514
1500	2516
1497	2520
1495	2522
1494	2525
1494	2527
1498	2529
1501	2532
1503	2534
1503	2537
1500	2539
1497	2542
1495	2544
1496	2546
1499	2549
1501	2551
1502	2554
1502	2556
1500	2558
1496	2562
1493	2564
1493	2567
1496	2569
1497	2571
1499	2574
1498	2576
1495	2579
1491	2581
1488	2583
1487	2586
1490	2588
1491	2591
1493	2593
1494	2595
1492	2598
1488	2600
1485	2604
1484	2606
1487	2608
1490	2611
1491	2613
1492	2616
1491	2618
1487	2620
1484	2623
1482	2625
1485	2628
1487	2630
1489	2632
1490	2635
1489	2637
1486	2640
1483	2642
1482	2644
1484	2648
1487	2650
1490	2653
1491	2655
1489	2658
1487	2660
1483	2662
1481	2665
1483	2667
1486	2670
1488	2672
1489	2674
1488	2677
1484	2679
1482	2682
1479	2684
1479	2686
1482	2690
1484	2692
1486	2695
1485	2697
1482	2699
1479	2702
1476	2704
1476	2707
1480	2709
1482	2711
1484	2714
1484	2716
1481	2719
1478	2721
1475	2723
1475	2726
1478	2728
1480	2732
1482	2734
1482	2736
1479	2739
1476	2741
1472	2744
1472	2746
1475	2748
1477	2751
1478	2753
1478	2756
1476	2758
1472	2761
1469	2763
1468	2765
1470	2768
1472	2770
1473	2774
1474	2776
1471	2778
1468	2781
1464	2783
1462	2786
1464	2788
1466	2790
1467	2793
1468	2795
1466	2798
1463	2800
1460	2802
1457	2805
1459	2807
1462	2810
1464	2812
1465	2814
1463	2818
1460	2820
1458	2823
1456	2825
1457	2827
1460	2830
1463	2832
1464	2835
1463	2837
1461	2839
1459	2842
1457	2844
1459	2847
1464	2849
1467	2852
1470	2854
1471	2856
1469	2860
1468	2862
1467	2865
1469	2867
1473	2869
1477	2872
1480	2874
1481	2877
1480	2879
1479	2881
1478	2884
1480	2886
1485	2889
1489	2891
1493	2893
1495	2896
1494	2898
1492	2902
1491	2904
1492	2906
1497	2909
1500	2911
1504	2914
1506	2916
1505	2918
1503	2921
1501	2923
1501	2926
1505	2928
1508	2930
1511	2933
1513	2935
1512	2938
1510	2940
1508	2944
1508	2946
1511	2948
1514	2951
1516	2953
1518	2956
1517	2958
1515	2960
1512	2963
1511	2965
1514	2968
1517	2970
1519	2972
1520	2975
1519	2977
1516	2980
1513	2982
1511	2984
1513	2988
1516	2990
1518	2993
1519	2995
1518	2997
1515	3000
1512	3002
1509	3005
1510	3007
1513	3009
1515	3012
1517	3014
1515	3017
1512	3019
1509	3022
1507	3024
1507	3026
1510	3030
1513	3032
1515	3035
1514	3037
I2C Verbindung gefunden!.
1565	2
1531	4
1515	7
1516	9
1532	11
1546	13
1559	16
1558	18
1560	20
1553	23
1537	25
1512	27
1511	30
1537	32
1545	34
1546	36
1541	39
1546	41
1529	44
1501	47
1520	49
1523	51
1518	54
1512	56
1533	58
1557	61
1561	63
1531	65
1516	67
1518	70
1525	72
1523	74
1524	77
1533	79
1554	81
1541	84
1519	87
1517	89
1536	91
1536	94
1510	96
1502	98
1531	101
1553	103
1555	105
1546	108
1526	110
1519	112
1525	115
1532	117
1540	120
1535	122
1530	124
1532	128
1534	130
1530	132
1516	135
1507	137
1518	139
1537	142
1526	144
1502	146
1499	149
1507	151
1514	153
1520	156
1519	158
1510	161
1506	163
1489	165
1472	168
1468	171
1495	173
1522	176
1514	178
1516	180
1478	183
1470	185
1487	187
1498	190
1510	192
1512	194
1502	197
1507	199
1516	202
1513	204
1505	206
1499	209
1484	211
1506	214
1520	217
1531	219
1525	221
1486	224
1475	226
1499	228
1513	231
1526	233
1537	236
1523	238
1521	240
1520	243
1492	245
1479	247
1484	250
1499	252
1510	254
1488	258
1493	260
1523	262
1531	265
1517	267
1511	269
1487	272
1478	274
1473	277
1487	279
1505	281
1494	284
1498	286
1490	288
1481	291
1489	293
1496	295
1505	299
1527	301
1531	303
1529	306
1489	308
1473	310
1483	313
1497	315
1517	318
1528	320
1526	322
1510	325
1508	327
1509	329
1497	332
1497	334
1516	336
1529	339
1503	342
1483	344
1485	347
1483	349
1489	351
1511	354
1515	356
1511	359
1494	361
1462	363
1473	366
1496	368
1492	370
1497	373
1503	375
1509	377
1523	380
1532	382
1506	385
1466	388
1449	390
1474	393
1507	395
1526	397
1525	400
1515	402
1509	404
1508	407
1505	409
1505	411
1497	414
1469	416
1458	418
1478	421
1483	423
1473	425
1487	429
1501	431
1506	434
1496	436
1482	438
1489	441
1494	443
1491	445
1433	448
1434	450
1484	452
1510	455
1514	457
1501	459
1498	462
1499	464
1500	466
1493	470
1484	472
1489	475
1467	477
1474	479
1492	482
1508	484
1504	486
1502	489
1502	491
1487	493
1482	496
1501	498
1519	500
1497	503
1453	505
1454	508
1465	510
1486	513
1493	516
1505	518
1517	520
1519	523
1513	525
1501	527
1473	530
1452	532
1468	534
1507	537
1512	539
1510	541
1505	544
1508	546
1505	549
1504	551
1504	553
1501	557
1503	559
1474	561
1461	564
1486	566
1500	568
1508	571
1506	573
1509	575
1520	578
1514	580
1494	582
1460	585
1465	587
1504	590
1528	592
1527	594
1515	598
1517	600
1515	602
1502	605
1491	607
1485	609
1489	612
1515	614
1509	616
1495	619
1494	621
1501	624
1503	626
1502	628
1493	631
1490	633
1497	635
1494	638
1463	641
1477	643
1502	646
1519	648
1512	650
1504	653
1502	655
1508	657
1493	660
1462	662
1480	665
1502	667
1485	669
1477	672
1471	674
1492	676
1518	679
1528	681
1523	684
1511	687
1503	689
1499	691
1503	694
1505	696
1506	699
1497	701
1493	703
1484	706
1459	708
1463	710
1497	713
1512	715
1515	717
1511	720
1492	722
1490	724
1499	728
1499	730
1499	732
1502	735
1494	737
1455	740
1461	742
1486	744
1496	747
1494	749
1482	751
1478	754
1481	756
1495	758
1515	761
1505	763
1494	765
1488	769
1480	771
1460	773
1470	776
1482	778
1487	781
1494	783
1503	785
1505	788
1494	790
1498	792
1508	795
1517	797
1522	799
1514	802
1490	804
1480	806
1484	809
1466	812
1471	815
1484	817
1501	819
1522	822
1524	824
1514	826
1507	829
1476	831
1458	833
1471	836
1499	838
1494	840
1484	843
1479	845
1482	847
1490	850
1495	852
1496	856
1489	858
