1428	5849
1435	5851
1437	5853
1435	5856
1430	5858
1426	5861
1425	5863
1432	5865
1438	5868
1443	5870
1444	5873
1439	5875
1435	5877
1430	5880
1427	5882
1433	5885
1440	5888
1444	5891
1446	5893
1442	5895
1436	5898
1432	5900
1430	5903
1435	5905
1441	5907
1447	5910
1451	5912
1450	5915
1444	5917
1439	5919
1437	5922
1441	5924
1449	5927
1455	5929
1459	5932
1458	5935
1453	5937
1449	5940
1447	5942
1453	5944
1461	5947
1468	5949
1472	5952
1472	5954
1469	5957
1467	5959
1468	5961
1475	5964
1486	5966
1494	5969
1500	5971
1503	5974
1501	5977
1499	5979
1497	5982
1502	5984
1511	5986
1519	5989
1525	5991
1526	5994
1522	5996
1518	5998
1514	6001
1514	6003
1521	6006
1525	6008
1529	6010
1528	6013
1520	6016
1513	6019
1506	6021
1502	6024
1507	6026
1510	6028
1511	6031
1509	6033
1500	6036
1490	6038
1483	6040
1477	6043
1479	6045
1480	6048
1480	6050
1476	6052
1467	6055
1456	6057
1445	6061
1440	6063
1439	6065
1441	6068
1440	6070
1437	6073
1429	6075
1418	6077
1409	6080
1401	6082
1403	6085
1406	6087
1408	6090
1408	6092
1404	6094
1396	6097
1389	6099
1385	6103
1389	6105
1396	6107
1400	6110
1404	6112
1403	6115
1399	6117
1394	6119
1391	6122
1396	6124
1405	6127
1412	6129
1418	6131
1420	6134
1418	6136
1415	6139
1413	6141
1418	6144
1428	6147
1435	6149
1441	6152
1442	6154
1439	6156
1436	6159
1434	6161
1438	6164
1448	6166
1457	6169
1464	6171
1467	6173
1463	6176
1460	6178
1456	6181
1458	6183
1468	6185
1475	6189
1481	6191
1482	6194
1477	6196
1472	6198
1469	6201
1469	6203
1477	6206
1486	6208
1492	6210
1494	6213
1489	6215
1483	6218
1477	6220
1477	6222
1482	6225
1490	6227
1494	6231
1495	6233
1491	6236
1484	6238
1478	6240
1476	6243
1483	6245
1489	6248
1494	6250
1498	6252
1494	6255
1486	6257
1480	6260
1476	6262
1482	6264
1491	6267
1495	6269
1499	6273
1498	6275
1492	6277
1486	6280
1482	6282
1488	6285
1497	6287
1504	6289
1509	6292
1508	6294
1503	6297
1498	6299
1494	6302
1498	6304
1509	6306
1515	6309
1521	6311
1520	6315
1514	6317
1510	6319
1505	6322
1507	6324
1517	6327
1524	6329
1529	6331
1529	6334
1523	6336
1517	6339
1513	6341
1514	6343
1523	6346
1531	6348
1536	6351
1538	6353
1532	6355
1526	6359
1520	6361
1726	6364
1790	6366
1841	6369
1868	6371
1878	6373
1873	6376
1861	6378
1844	6381
1830	6383
1821	6385
1813	6388
1799	6390
1783	6393
1760	6395
1734	6397
1711	6401
1692	6403
1682	6406
1672	6408
1664	6410
1652	6413
1634	6415
1614	6418
1596	6420
1581	6422
1575	6425
1572	6427
1566	6430
1562	6432
1550	6434
1534	6437
1520	6439
1508	6443
1506	6445
1509	6447
1508	6450
1506	6452
1500	6455
1488	6457
1477	6460
1468	6462
1468	6464
I2C Verbindung gefunden!.
1458	2
1437	4
1470	7
1502	9
1508	11
1496	13
1482	16
1467	18
1478	20
1483	23
1487	25
1492	27
1486	30
1479	32
1495	34
1516	36
1482	39
1459	41
1458	44
1490	47
1514	49
1530	51
1491	54
1467	56
1489	58
1520	61
1530	63
1490	65
1475	67
1494	70
1519	72
1532	74
1513	77
1479	79
1475	81
1493	84
1511	87
1510	89
1502	91
1474	94
1449	96
1466	98
1481	101
1482	103
1481	105
1484	108
1462	110
1439	112
1447	115
1483	117
1492	120
1490	122
1488	124
1478	128
1472	130
1466	132
1467	135
1473	137
1474	139
1478	142
1491	144
1497	146
1485	149
1446	151
1446	153
1494	156
1519	158
1513	161
1484	163
1467	165
1446	168
1456	171
1496	173
1495	176
1472	178
1467	180
1472	183
1479	185
1484	187
1492	190
1502	192
1496	194
1462	197
1430	199
1442	202
1475	204
1487	206
1495	209
1485	211
1480	214
1463	217
1458	219
1455	221
1468	224
1483	226
1495	228
1501	231
1500	233
1469	236
1448	238
1456	240
1492	243
1510	245
1510	247
1507	250
1503	252
1495	254
1478	258
1480	260
1474	262
1475	265
1480	267
1494	269
1506	272
1511	274
1512	277
1499	279
1479	281
1476	284
1466	286
1474	288
1447	291
1426	293
1467	295
1513	299
1519	301
1514	303
1503	306
1490	308
1494	310
