mV;time
0;0
1499;2
1490;4
1506;7
1504;9
1496;11
1493;13
1503;16
1492;18
1497;20
1502;23
1502;25
1494;27
1496;30
1495;32
1501;34
1506;36
1508;39
1499;41
1492;44
1500;47
1499;49
1508;51
1501;54
1501;56
1492;58
1486;61
1507;63
1500;65
1506;67
1510;70
1507;72
1507;74
1492;77
1500;79
1487;81
1491;84
1506;87
1496;89
1486;91
1495;94
1491;96
1500;98
1502;101
1509;103
1506;105
1497;108
1507;110
1495;112
1490;115
1485;117
1498;120
1487;122
1487;124
1491;128
1504;130
1504;132
1507;135
1498;137
1502;139
1488;142
1504;144
1500;146
1499;149
1501;151
1503;153
1485;156
1491;158
1497;161
1500;163
1499;165
1493;168
1493;171
1496;173
1505;176
1501;178
1499;180
1496;183
1505;185
1504;187
1507;190
1499;192
1504;194
1486;197
1485;199
1492;202
1503;204
1501;206
1495;209
1492;211
1491;214
1506;217
1495;219
1488;221
1491;224
1493;226
1505;228
1503;231
1496;233
1497;236
1498;238
1502;240
1503;243
1510;245
1506;247
1497;250
1513;252
1503;254
1506;258
1497;260
1504;262
1499;265
1492;267
1494;269
1500;272
1500;274
1509;277
1505;279
1502;281
1495;284
1498;286
1514;288
1507;291
1497;293
1499;295
1508;299
1498;301
1513;303
1505;306
1500;308
1516;310
1510;313
1502;315
1506;318
1503;320
1513;322
1504;325
1518;327
1511;329
1499;332
1508;334
1511;336
1507;339
1500;342
1505;344
1512;347
1492;349
1509;352
1512;354
1507;356
1502;359
1506;361
1507;363
1499;366
1498;368
1514;370
1511;373
1493;375
1501;377
1507;380
1491;382
1501;385
1500;388
1511;390
1513;393
1512;395
1499;397
1501;400
1496;402
1494;404
1502;407
1498;409
1496;411
1495;414
1496;416
1503;418
1499;421
1501;423
1492;425
1511;429
1498;431
1499;434
1493;436
1494;438
1497;441
1501;443
1492;445
1503;448
1502;450
1506;452
1499;455
1501;457
1503;459
1495;462
1494;464
1491;467
1502;470
1501;472
1501;475
1496;477
